id;target;relationship;date
2023.00002;The substance of those discussions falls outside the scope of Molineux and the limiting instruction provided during final instructions adequately minimized prejudice.;announces;January 5, 2023
2023.00002;The contention is unprepreserved due to failure to raise constitutional objections.;announces;January 5, 2023
2023.00002;The court did not abuse its discretion, and any error was harmless.;announces;January 5, 2023
2023.00002;The court did not abuse its discretion in limiting cross-examination, as the questions were collateral and posed a danger of misleading the jury.;announces;January 5, 2023
2023.00002;The contention is moot, as the defendant has been released from prison and completed his sentence.;announces;January 5, 2023
2023.00003;Appellate Division, Third Department;heardAt;January 5, 2023
2023.00003;126 AD3d 1112;cites;January 5, 2023
2023.00003;27 NY3d 1004;cites;January 5, 2023
2023.00003;204 AD3d 1083;cites;January 5, 2023
2023.00003;38 NY3d 1072;cites;January 5, 2023
2023.00003;196 AD3d 840;cites;January 5, 2023
2023.00003;37 NY3d 1030;cites;January 5, 2023
2023.00003;204 AD3d 1228;cites;January 5, 2023
2023.00003;38 NY3d 1136;cites;January 5, 2023
2023.00003;178 AD3d 1138;cites;January 5, 2023
2023.00003;34 NY3d 1163;cites;January 5, 2023
2023.00003;207 AD3d 956;cites;January 5, 2023
2023.00003;39 NY3d 941;cites;January 5, 2023
2023.00003;160 AD3d 1281;cites;January 5, 2023
2023.00003;31 NY3d 1146;cites;January 5, 2023
2023.00003;96 AD3d 1089;cites;January 5, 2023
2023.00003;19 NY3d 1102;cites;January 5, 2023
2023.00003;207 AD3d 861;cites;January 5, 2023
2023.00003;38 NY3d 1186;cites;January 5, 2023
2023.00003;39 NY3d 939;cites;January 5, 2023
2023.00003;2021 NY Slip Op 61738[U];cites;January 5, 2023
2023.00003;97 NY2d 404;cites;January 5, 2023
2023.00003;152 AD3d 471;cites;January 5, 2023
2023.00003;30 NY3d 1019;cites;January 5, 2023
2023.00003;Whether defendant's trial counsel was ineffective;addresses;January 5, 2023
2023.00003;Whether the verdict for attempted assault in the first degree is legally insufficient due to lack of specific intent to cause serious physical injury.;addresses;January 5, 2023
2023.00003;Whether the verdict for criminal use of a firearm in the second degree is against the weight of the evidence due to lack of specific intent.;addresses;January 5, 2023
2023.00003;Whether a defendant can be convicted of attempted assault in the first degree without actually causing serious physical injury;addresses;January 5, 2023
2023.00003;How intent can be established for criminal offenses;addresses;January 5, 2023
2023.00003;Whether there is sufficient evidence to establish the defendant's intent for attempted assault in the first degree and criminal use of a firearm;addresses;January 5, 2023
2023.00003;Whether there is sufficient evidence to support the convictions of attempted assault in the first degree and criminal use of a firearm in the second degree;addresses;January 5, 2023
2023.00003;Whether the weight of the evidence supports the conclusion that defendant acted with the intent to cause serious physical injury;addresses;January 5, 2023
2023.00003;Whether there is sufficient evidence to support a conviction for attempted assault in the first degree based on intent to cause serious physical injury;addresses;January 5, 2023
2023.00003;Whether the denial of a second motion under CPL 440.10 was proper due to the issue being previously determined on the merits in a prior motion;addresses;January 5, 2023
2023.00003;Whether the court properly exercised its discretion to deny defendant's second motion based on issues raised and determined in the first motion.;addresses;January 5, 2023
2023.00003;Whether defendant was provided with meaningful representation by counsel.;addresses;January 5, 2023
2023.00003;Whether the verdict is factually inconsistent based on the jury finding defendant not guilty of attempted murder in the second degree.;addresses;January 5, 2023
2023.00003;Whether the evidence presented was sufficient to support the jury's finding that the defendant possessed the requisite intent to support the convictions of attempted assault in the first degree and criminal use of a firearm in the second degree.;addresses;January 5, 2023
2023.00003;Whether the County Court properly denied the defendant's second motion for a CPL 440.10 motion based on ineffective assistance of counsel.;addresses;January 5, 2023
2023.00003;Whether the defendant received meaningful representation by trial counsel.;addresses;January 5, 2023
2023.00003;The court held that defendant's claims of ineffective assistance of counsel were without merit and denied his motions under CPL 440.10.;announces;January 5, 2023
2023.00003;The court held that the defendant's conviction for attempted assault in the first degree was not legally insufficient because the evidence supported an inference of specific intent to cause serious physical injury.;announces;January 5, 2023
2023.00003;The court held that the defendant's conviction for criminal use of a firearm in the second degree was not against the weight of the evidence because it was based on the same conduct as the attempted assault charge, which demonstrated specific intent.;announces;January 5, 2023
2023.00003;Yes, to be guilty of attempted assault in the first degree, it is sufficient that the defendant intended to cause serious physical injury and engaged in conduct directed at accomplishing that objective.;announces;January 5, 2023
2023.00003;Intent may be inferred from the defendant's conduct and the surrounding circumstances.;announces;January 5, 2023
2023.00003;Yes, based on the victim's testimony about the threatening phone calls, the girlfriend's account of seeing the defendant with a handgun at the scene, law enforcement findings including ammunition and a matching handgun in the vehicle, and gunshot residue on the defendant's palms.;announces;January 5, 2023
2023.00003;Yes, based on the circumstantial evidence including defendant's call before the shooting, familiarity with the victim's house layout, and the location where the bullet entered the front door, a rational person could conclude that defendant possessed the requisite intent to cause serious physical injury.;announces;January 5, 2023
2023.00003;Yes, when viewing all credible evidence in a neutral light and deferring to the jury's credibility determinations, the weight of the evidence supports the conclusion that defendant acted with the requisite intent.;announces;January 5, 2023
2023.00003;Yes, given the circumstantial evidence and the jury's credibility determinations, defendant's actions reasonably infer an intent to cause serious physical injury.;announces;January 5, 2023
2023.00003;Yes, because the court properly exercised its discretion by denying the second motion as it addressed and decided the same issue of ineffective assistance of counsel based on failure to investigate alibi witnesses.;announces;January 5, 2023
2023.00003;Yes, the court properly exercised its discretion because the issues were previously addressed and decided on their merits.;announces;January 5, 2023
2023.00003;Yes, defendant received meaningful representation as counsel presented a clear and consistent defense through relevant cross-examination of witnesses, made appropriate motions before, during, and after trial, and obtained a not guilty verdict on the most serious crime charged.;announces;January 5, 2023
2023.00003;No, it is imprudent to speculate about the factual determinations underlying the verdict as what may appear irrational could be a permissible exercise of mercy or leniency by the jury.;announces;January 5, 2023
2023.00003;The evidence, when viewed in the light most favorable to the People, supports the jury's finding of the defendant's intent to cause serious physical injury.;announces;January 5, 2023
2023.00003;The County Court properly denied the second motion because the issue of ineffective assistance of counsel regarding a potential alibi defense was previously raised and determined on the merits in the first motion.;announces;January 5, 2023
2023.00003;The defendant received meaningful representation, as evidenced by counsel's presentation of a clear and consistent defense, appropriate motions, and a not guilty verdict on the most serious charge.;announces;January 5, 2023
2023.00004;Appellate Division, Third Department;heardAt;January 5, 2023
2023.00004;24 AD3d 803;cites;January 5, 2023
2023.00004;283 AD2d 771;cites;January 5, 2023
2023.00004;96 NY2d 866;cites;January 5, 2023
2023.00004;159 AD3d 1398;cites;January 5, 2023
2023.00004;31 NY3d 1083;cites;January 5, 2023
2023.00004;204 AD3d 1228;cites;January 5, 2023
2023.00004;38 NY3d 1136;cites;January 5, 2023
2023.00004;107 AD3d 1161;cites;January 5, 2023
2023.00004;21 NY3d 1075;cites;January 5, 2023
2023.00004;183 AD3d 1118;cites;January 5, 2023
2023.00004;35 NY3d 1069;cites;January 5, 2023
2023.00004;184 AD3d 1003;cites;January 5, 2023
2023.00004;35 NY3d 1093;cites;January 5, 2023
2023.00004;183 AD3d 934;cites;January 5, 2023
2023.00004;36 NY3d 1093;cites;January 5, 2023
2023.00004;206 AD3d 1058;cites;January 5, 2023
2023.00004;200 AD3d 1219;cites;January 5, 2023
2023.00004;37 NY3d 1159;cites;January 5, 2023
2023.00004;57 AD3d 1229;cites;January 5, 2023
2023.00004;12 NY3d 784;cites;January 5, 2023
2023.00004;Whether the verdict is supported by legally sufficient evidence for promoting prison contraband in the first degree;addresses;January 5, 2023
2023.00004;Whether the verdict is against the weight of the evidence for promoting prison contraband in the first degree;addresses;January 5, 2023
2023.00004;Whether the verdict is supported by legally sufficient evidence for assault in the second degree;addresses;January 5, 2023
2023.00004;Whether the verdict is against the weight of the evidence for assault in the second degree;addresses;January 5, 2023
2023.00004;Whether an objectless slashing motion can constitute assault in the second degree under New York law;addresses;January 5, 2023
2023.00004;Whether a weapon must be recovered from the scene of an incident to establish assault in the second degree;addresses;January 5, 2023
2023.00004;Whether there is sufficient evidence to establish that the defendant possessed and used a weapon to cause physical injury to the victim in violation of correction facility rules.;addresses;January 5, 2023
2023.00004;Whether there was sufficient evidence to conclude that the defendant possessed a weapon and used it to cause physical injury to the victim;addresses;January 5, 2023
2023.00004;Whether the weight of the credible evidence supports the conclusion that the defendant possessed a weapon and caused physical injury to the victim;addresses;January 5, 2023
2023.00004;Whether the evidence supports a conviction for criminal possession of a weapon in the third degree and assault in the second degree;addresses;January 5, 2023
2023.00004;Whether the sentence imposed is harsh or excessive;addresses;January 5, 2023
2023.00004;Did the evidence presented at trial support a finding that the defendant possessed a weapon and intentionally used it to cause physical injury to the victim?;addresses;January 5, 2023
2023.00004;Should the court consider evidence not presented at trial (defendant's acquittal in a prison disciplinary hearing) when determining whether a verdict is supported by legally sufficient evidence?;addresses;January 5, 2023
2023.00004;Is the defendant's sentence harsh and excessive?;addresses;January 5, 2023
2023.00004;Yes, the People provided sufficient evidence that defendant knowingly and unlawfully possessed dangerous contraband (likely a weapon) which endangered safety or security at Elmira Correctional Facility.;announces;January 5, 2023
2023.00004;No, despite no physical weapon being recovered, there was sufficient circumstantial and testimonial evidence to support defendant's conviction.;announces;January 5, 2023
2023.00004;Yes, the People provided sufficient evidence that defendant intended to cause physical injury with a dangerous instrument while confined in a correctional facility.;announces;January 5, 2023
2023.00004;No, there was sufficient evidence presented at trial to support the jury's finding that defendant committed assault using a dangerous instrument.;announces;January 5, 2023
2023.00004;Yes, if there is evidence that the slashing motion caused physical injury to another person and was made with intent to cause such injury.;announces;January 5, 2023
2023.00004;No, the absence of a recovered weapon does not preclude a conviction if other evidence supports that a dangerous instrument was used.;announces;January 5, 2023
2023.00004;Yes, based on the testimony that the defendant made a slashing motion while fighting with the victim, no other incarcerated individual was within arm's reach of the victim, and the common occurrence of weapons not being recovered after fights.;announces;January 5, 2023
2023.00004;Yes, based on circumstantial evidence including witness testimony and photographs of the victim's injuries, a rational person could conclude that the defendant possessed a weapon and used it to intentionally injure the victim.;announces;January 5, 2023
2023.00004;Yes, when viewing all evidence in a neutral light and deferring to the jury's credibility determinations, the weight of the credible evidence supports the conclusion that the defendant possessed a weapon and used it to cause physical injury.;announces;January 5, 2023
2023.00004;The weight of credible evidence supports the conclusion that defendant possessed a weapon with which he intentionally caused physical injury to the victim.;announces;January 5, 2023
2023.00004;The court declines to modify the sentence as it finds no reason to believe the sentence is harsh or excessive.;announces;January 5, 2023
2023.00004;Yes, the evidence, including testimony and photographs, provided sufficient circumstantial evidence to support the jury's finding that the defendant possessed a weapon and intentionally used it to injure the victim, despite the lack of a recovered weapon.;announces;January 5, 2023
2023.00004;No, the court's review is limited to the evidence that was before the jury at trial.;announces;January 5, 2023
2023.00004;No, the court is unpersuaded by the defendant's claim and declines to modify the sentence.;announces;January 5, 2023
2023.00005;Appellate Division, Third Department;heardAt;January 5, 2023
2023.00005;205 AD3d 1070;cites;January 5, 2023
2023.00005;38 NY3d 1071;cites;January 5, 2023
2023.00005;206 AD3d 1383;cites;January 5, 2023
2023.00005;14 NY3d 113;cites;January 5, 2023
2023.00005;191 AD3d 120;cites;January 5, 2023
2023.00005;32 NY2d 393;cites;January 5, 2023
2023.00005;30 NY2d 315;cites;January 5, 2023
2023.00005;191 AD3d 704;cites;January 5, 2023
2023.00005;36 NY3d 1124;cites;January 5, 2023
2023.00005;61 AD3d 177;cites;January 5, 2023
2023.00005;82 NY2d 536;cites;January 5, 2023
2023.00005;187 AD3d 1291;cites;January 5, 2023
2023.00005;195 AD3d 1039;cites;January 5, 2023
2023.00005;37 NY3d 1027;cites;January 5, 2023
2023.00005;183 AD3d 765;cites;January 5, 2023
2023.00005;Whether the defendant's waiver of the right to appeal is valid.;addresses;January 5, 2023
2023.00005;Whether the defendant's guilty plea was knowingly, voluntarily, and intelligently entered.;addresses;January 5, 2023
2023.00005;Whether the defendant's challenge to his guilty plea is precluded by an appeal waiver;addresses;January 5, 2023
2023.00005;Whether the defendant's guilty plea was entered voluntarily, knowingly, and intelligently;addresses;January 5, 2023
2023.00005;Whether a defendant's decision to plead guilty was motivated by undue coercion due to the condition of being remanded back to DOCCS to complete a drug treatment program if he pleaded guilty.;addresses;January 5, 2023
2023.00005;Whether the defendant's guilty plea was knowingly, intelligently, and voluntarily entered despite his desire to complete a drug treatment program in DOCCS custody.;addresses;January 5, 2023
2023.00005;Whether the defendant's lack of awareness about a potential issue with the grand jury proceeding affects the validity of his guilty plea.;addresses;January 5, 2023
2023.00005;Whether the defendant's plea was knowingly, intelligently, and voluntarily entered;addresses;January 5, 2023
2023.00005;Whether there is merit to the defendant's allegation of a potential issue with the grand jury proceeding affecting the voluntariness of his plea;addresses;January 5, 2023
2023.00005;Whether a guilty plea is valid where a defendant claims it was motivated by unduly coercive circumstances.;addresses;January 5, 2023
2023.00005;Whether defendant's guilty plea was motivated by an unduly coercive condition (remand to DOCCS for drug treatment program).;addresses;January 5, 2023
2023.00005;Whether a guilty plea is valid where a defendant claims it was not knowing, voluntary and intelligent due to an issue with the grand jury proceeding.;addresses;January 5, 2023
2023.00005;The court does not definitively rule on this issue but acknowledges that regardless of its validity, the challenge to the guilty plea is preserved.;announces;January 5, 2023
2023.00005;Yes, the court finds that the defendant's guilty plea was made freely without coercion or undue influence.;announces;January 5, 2023
2023.00005;The defendant's challenge to his guilty plea is not precluded regardless of the validity of his appeal waiver.;announces;January 5, 2023
2023.00005;The defendant's guilty plea was entered voluntarily, as there is no substantiation that it was motivated by an unduly coercive condition.;announces;January 5, 2023
2023.00005;The court held that there was no evidence of undue coercion, as the defendant accepted the plea offer before any mention of completing the drug treatment program and indicated during the plea colloquy that his decision was freely and voluntarily made without pressure.;announces;January 5, 2023
2023.00005;The court finds that the defendant's plea was knowingly, intelligently, and voluntarily entered as there is no evidence of coercion or hesitation during the plea colloquy.;announces;January 5, 2023
2023.00005;The court finds that the defendant's allegation lacks merit because County Court informed him of an ongoing legal issue regarding a confidential informant, and he proceeded to enter the plea knowingly.;announces;January 5, 2023
2023.00005;The court finds that the defendant's plea was knowingly, intelligently, and voluntarily entered.;announces;January 5, 2023
2023.00005;The court finds no merit in the defendant's allegation regarding an issue with the grand jury proceeding as County Court had referenced and addressed this issue before accepting the plea.;announces;January 5, 2023
2023.00005;A guilty plea may be vacated if the record substantiates a defendant's claim that it was motivated, at least in part, by unduly coercive circumstances, but bare and unsubstantiated claims are insufficient.;announces;January 5, 2023
2023.00005;Defendant's suggestion that his desire to be remanded to DOCCS custody for completion of the drug treatment program strongly influenced him to accept the guilty plea is unpersuasive, as there is evidence he wished to accept a plea prior to being informed of the remand.;announces;January 5, 2023
2023.00005;This allegation lacks merit, as the defendant was informed of the grand jury issue prior to entering the plea.;announces;January 5, 2023
2023.00006;Appellate Division, Third Department;heardAt;January 5, 2023
2023.00006;203 AD3d 1398;cites;January 5, 2023
2023.00006;38 NY3d 1036;cites;January 5, 2023
2023.00006;196 AD3d 969;cites;January 5, 2023
2023.00006;196 AD3d 847;cites;January 5, 2023
2023.00006;37 NY3d 1030;cites;January 5, 2023
2023.00006;192 AD3d 1382;cites;January 5, 2023
2023.00006;37 NY3d 953;cites;January 5, 2023
2023.00006;27 NY3d 212;cites;January 5, 2023
2023.00006;169 AD3d 1112;cites;January 5, 2023
2023.00006;33 NY3d 979;cites;January 5, 2023
2023.00006;159 AD3d 1276;cites;January 5, 2023
2023.00006;31 NY3d 1149;cites;January 5, 2023
2023.00006;200 AD3d 1197;cites;January 5, 2023
2023.00006;38 NY3d 1009;cites;January 5, 2023
2023.00006;194 AD3d 1267;cites;January 5, 2023
2023.00006;37 NY3d 1162;cites;January 5, 2023
2023.00006;197 AD3d 1357;cites;January 5, 2023
2023.00006;37 NY3d 1059;cites;January 5, 2023
2023.00006;172 AD3d 1822;cites;January 5, 2023
2023.00006;33 NY3d 1110;cites;January 5, 2023
2023.00006;83 AD3d 1293;cites;January 5, 2023
2023.00006;194 AD3d 1253;cites;January 5, 2023
2023.00006;189 AD3d 1964;cites;January 5, 2023
2023.00006;Validity of appeal waiver;addresses;January 5, 2023
2023.00006;Whether guilty plea was knowing, voluntary, and intelligent;addresses;January 5, 2023
2023.00006;Whether defendant's guilty plea was knowing, voluntary, and intelligent;addresses;January 5, 2023
2023.00006;Whether defendant received ineffective assistance of counsel impacting the voluntariness of his plea;addresses;January 5, 2023
2023.00006;Whether matters outside the record regarding ineffective assistance of counsel should be addressed in a CPL article 440 motion;addresses;January 5, 2023
2023.00006;Whether defendant's sentence is unduly harsh or severe;addresses;January 5, 2023
2023.00006;Whether County Court correctly designated defendant as a second felony drug offender rather than a second felony offender;addresses;January 5, 2023
2023.00006;Whether defendant's challenge to his sentence as unduly harsh or severe should be accepted.;addresses;January 5, 2023
2023.00006;Was defendant properly designated as a second felony drug offender rather than a second felony offender?;addresses;January 5, 2023
2023.00006;Is the sentence within statutory parameters for a second felony drug offender?;addresses;January 5, 2023
2023.00006;The written appeal waiver is overbroad and inaccurate, and County Court did not ensure defendant understood that some appellate and collateral review survives an appeal waiver.;announces;January 5, 2023
2023.00006;Claim unpreserved for review as the record does not reveal that defendant made an appropriate postallocution motion to withdraw his guilty plea despite having an opportunity to do so prior to sentencing.;announces;January 5, 2023
2023.00006;The claim is unpreserved for review as the record does not reveal that defendant made an appropriate postallocution motion to withdraw his guilty plea.;announces;January 5, 2023
2023.00006;This contention is similarly unpreserved and cannot be reviewed on appeal.;announces;January 5, 2023
2023.00006;Matters involving claims of ineffective assistance of counsel that are not preserved for direct review must be raised through a CPL article 440 motion.;announces;January 5, 2023
2023.00006;The court rejects the challenge to the sentence as unduly harsh or severe after reviewing the record, including the presentence investigation report.;announces;January 5, 2023
2023.00006;County Court was required to designate defendant as a second felony drug offender given his admission of a predicate felony and conviction under Penal Law article 220.;announces;January 5, 2023
2023.00006;The court rejects defendant's challenge, finding that the sentence is not unduly harsh or severe.;announces;January 5, 2023
2023.00006;Yes, given that defendant admitted to a predicate felony and was convicted of a drug-related felony under Penal Law article 220, he should be designated as a second felony drug offender.;announces;January 5, 2023
